image,width,height,class,min_x,min_y,max_x,max_y
^000614.png,640,480,bicycle,69,31,592,434
^000616.png,640,480,car,26,164,638,391
^000618.png,640,480,sheep,264,228,479,320
^000620.png,640,480,bicycle,66,85,599,443
^000622.png,480,640,car,268,441,288,484
^000622.png,480,640,car,78,467,179,572
^000622.png,480,640,person,190,436,203,489
^000622.png,480,640,person,230,432,240,459
^000623.png,500,375,cow,323,197,477,252
^000623.png,500,375,cow,97,144,207,223
^000623.png,500,375,cow,162,180,206,215
^000623.png,500,375,cow,452,133,484,155
^000623.png,500,375,cow,493,143,500,151
^000625.png,640,480,car,165,151,554,317
^000625.png,640,480,car,477,144,562,174
^000625.png,640,480,car,405,147,466,173
^000625.png,640,480,car,128,147,208,166
^000625.png,640,480,car,90,137,182,163
^000625.png,640,480,car,2,175,88,298
^000626.png,500,332,dog,142,161,335,330
^000630.png,500,375,bus,38,73,475,351
^000633.png,500,375,cow,243,108,382,354
^000633.png,500,375,cow,112,102,227,273
^000633.png,500,375,cow,64,24,111,89
^000633.png,500,375,car,387,4,422,18
^000633.png,500,375,car,355,1,376,16
^000633.png,500,375,car,438,3,461,16
^000635.png,500,333,sheep,61,44,336,298
^000636.png,500,375,dog,235,189,357,250
^000636.png,500,375,car,270,136,336,163
^000639.png,375,500,bicycle,69,116,314,479
^000639.png,375,500,person,78,18,306,389
^000642.png,500,333,horse,1,69,380,332
^000645.png,500,375,sheep,351,305,426,356
^000645.png,500,375,sheep,440,274,500,324
^000645.png,500,375,sheep,380,266,433,310
^000645.png,500,375,sheep,235,284,315,333
^000645.png,500,375,sheep,199,277,265,326
^000645.png,500,375,sheep,190,222,248,269
^000645.png,500,375,sheep,235,235,303,278
^000645.png,500,375,sheep,278,245,348,290
^000645.png,500,375,sheep,334,251,387,299
^000645.png,500,375,sheep,160,238,192,280
^000645.png,500,375,sheep,150,280,196,325
^000645.png,500,375,sheep,123,250,156,290
^000645.png,500,375,sheep,311,298,362,341
^000645.png,500,375,sheep,73,266,115,299
^000645.png,500,375,sheep,111,291,151,333
^000645.png,500,375,sheep,67,299,115,340
^000645.png,500,375,sheep,42,273,73,312
^000645.png,500,375,sheep,2,285,34,327
^000645.png,500,375,sheep,29,308,60,351
^000648.png,371,500,cat,31,6,370,308
^000653.png,500,375,cat,29,7,407,375
^000654.png,342,500,cat,7,54,260,465
^000655.png,500,375,bicycle,260,200,431,319
^000656.png,400,326,person,101,27,242,325
^000656.png,400,326,person,32,41,80,194
^000656.png,400,326,motorbike,59,135,382,326
^000658.png,640,480,car,31,73,622,449
^000660.png,500,375,dog,121,76,322,375
^000660.png,500,375,person,133,2,208,160
^000661.png,500,377,dog,164,40,500,377
^000662.png,432,640,dog,52,12,405,548
^000663.png,500,375,motorbike,1,1,500,375
^000665.png,333,500,person,71,161,250,478
^000669.png,500,375,person,222,15,337,303
^000669.png,500,375,dog,171,160,320,326
^000671.png,500,370,cat,189,125,320,274
^000672.png,458,500,dog,23,66,458,500
^000674.png,500,338,motorbike,180,96,349,197
^000675.png,400,500,cat,3,190,357,495
^000678.png,500,375,cow,47,145,368,367
^000678.png,500,375,person,143,11,295,345
^000678.png,500,375,person,274,100,323,273
^000679.png,640,480,cow,49,80,588,439
^000681.png,500,333,bicycle,66,22,411,310
^000681.png,500,333,person,258,1,363,133
^000682.png,500,375,dog,280,267,422,374
^000682.png,500,375,person,341,39,500,234
^000682.png,500,375,person,213,36,397,270
^000682.png,500,375,person,1,21,171,375
^000686.png,640,480,car,114,163,368,290
^000687.png,500,375,bicycle,292,171,347,258
^000687.png,500,375,bicycle,178,181,239,288
^000687.png,500,375,bicycle,259,157,299,223
^000687.png,500,375,bicycle,238,159,263,209
^000687.png,500,375,person,294,121,348,230
^000687.png,500,375,person,259,121,298,201
^000687.png,500,375,person,185,121,242,235
^000687.png,500,375,person,231,121,261,195
^000688.png,640,480,car,42,154,607,393
^000691.png,500,263,person,89,171,106,215
^000691.png,500,263,person,215,170,235,210
^000691.png,500,263,person,296,167,312,211
^000691.png,500,263,horse,61,182,131,228
^000691.png,500,263,horse,196,180,262,220
^000691.png,500,263,horse,267,186,336,220
^000692.png,500,375,bus,10,2,500,332
^000695.png,386,500,dog,22,41,378,458
^000696.png,500,353,cat,132,96,311,269
^000701.png,500,375,dog,263,173,470,345
^000701.png,500,375,cow,11,4,290,163
^000705.png,640,480,car,27,123,617,376
^000708.png,500,375,dog,106,250,434,375
^000708.png,500,375,dog,1,274,88,375
^000708.png,500,375,cat,224,105,279,192
^000714.png,500,375,motorbike,2,40,227,337
^000715.png,500,375,cat,125,2,457,351
^000719.png,333,500,motorbike,217,376,333,500
^000721.png,640,480,bicycle,103,126,532,435
^000722.png,640,480,bicycle,27,36,620,434
^000723.png,500,375,horse,96,201,431,375
^000723.png,500,375,person,295,171,337,243
^000723.png,500,375,person,217,139,313,347
^000725.png,640,480,car,176,115,538,300
^000726.png,375,500,cat,7,73,298,397
^000727.png,500,377,dog,131,14,496,244
^000731.png,640,480,person,203,28,320,400
^000732.png,500,329,bicycle,171,42,407,292
^000735.png,640,480,car,53,144,483,341
^000736.png,500,375,dog,72,22,399,375
^000738.png,598,640,cat,34,1,476,640
^000739.png,500,467,horse,132,180,347,367
^000740.png,640,480,bicycle,228,261,384,418
^000741.png,640,480,person,1,1,441,480
^000744.png,375,500,horse,50,179,282,456
^000744.png,375,500,person,248,182,337,456
^000744.png,375,500,person,47,189,132,470
^000744.png,375,500,person,99,96,192,223
^000747.png,640,480,car,62,129,606,374
^000750.png,500,375,cow,178,177,266,259
^000750.png,500,375,cow,171,60,500,375
^000751.png,640,480,sheep,166,183,476,430
^000752.png,500,375,bicycle,259,137,436,339
^000752.png,500,375,bicycle,47,143,256,308
^000754.png,500,308,bus,241,181,311,203
^000754.png,500,308,car,377,194,412,210
^000754.png,500,308,car,300,224,340,241
^000755.png,640,480,sheep,242,91,430,244
^000755.png,640,480,sheep,213,256,444,436
^000760.png,640,480,person,268,153,441,421
^000760.png,640,480,person,293,126,353,240
^000764.png,640,480,cow,100,143,569,433
^000765.png,348,500,dog,59,108,192,500
^000765.png,348,500,person,62,58,336,500
^000766.png,640,480,sheep,158,124,510,473
^000767.png,375,500,motorbike,84,221,163,344
^000767.png,375,500,person,83,171,163,293
^000770.png,500,375,cat,113,164,307,284
^000771.png,640,480,car,65,191,327,316
^000771.png,640,480,car,397,180,435,197
^000771.png,640,480,car,489,181,533,214
^000771.png,640,480,car,551,173,577,190
^000773.png,640,480,cow,86,102,605,336
^000774.png,333,500,bicycle,12,288,267,450
^000777.png,640,480,sheep,238,140,500,336
^000779.png,480,640,person,264,276,313,387
^000779.png,480,640,person,227,282,237,304
^000780.png,376,500,cat,13,67,358,449
^000781.png,500,375,cat,14,128,383,287
^000785.png,272,400,bicycle,101,215,185,371
^000785.png,272,400,person,73,128,187,334
^000786.png,640,480,bicycle,18,33,593,448
^000788.png,494,290,motorbike,76,17,447,283
^000789.png,640,480,horse,442,152,594,259
^000789.png,640,480,horse,349,112,468,207
^000789.png,640,480,horse,325,99,368,137
^000789.png,640,480,horse,335,131,382,198
^000790.png,500,425,motorbike,65,34,479,424
^000790.png,500,425,dog,114,79,226,262
^000792.png,500,375,dog,245,143,394,287
^000793.png,640,425,bicycle,95,249,261,356
^000793.png,640,425,person,150,169,224,340
^000795.png,640,480,car,77,34,529,453
^000795.png,640,480,car,1,115,40,315
^000797.png,500,375,sheep,3,23,214,339
^000797.png,500,375,sheep,195,161,345,259
^000797.png,500,375,sheep,323,170,473,322
^000798.png,500,321,bus,60,33,330,254
^000798.png,500,321,car,329,155,462,251
^000798.png,500,321,car,390,153,461,197
^000798.png,500,321,car,7,131,56,166
^000798.png,500,321,person,470,148,492,202
^000800.png,500,469,cat,1,44,422,469
^000802.png,500,356,cat,90,139,324,271
^000803.png,500,387,dog,259,14,495,379
^000803.png,500,387,dog,2,81,394,385
^000806.png,640,480,cow,109,70,566,437
^000809.png,500,333,cat,312,74,423,245
^000809.png,500,333,cat,321,76,461,312
^000811.png,374,500,motorbike,84,61,292,419
^000811.png,374,500,motorbike,329,157,374,377
^000811.png,374,500,motorbike,1,71,143,252
^000811.png,374,500,person,69,1,103,82
^000811.png,374,500,person,97,4,113,79
^000813.png,640,480,bicycle,21,30,605,447
^000815.png,332,500,person,5,3,323,397
^000815.png,332,500,bicycle,2,146,331,470
^000818.png,424,500,horse,2,102,393,500
^000818.png,424,500,person,2,26,306,500
^000819.png,640,480,sheep,68,75,472,440
^000822.png,500,375,dog,266,158,291,229
^000823.png,640,480,person,315,15,353,75
^000823.png,640,480,person,384,176,465,316
^000823.png,640,480,dog,357,256,396,295
^000823.png,640,480,person,147,44,172,69
^000826.png,500,375,sheep,216,1,355,277
^000827.png,640,480,car,61,164,588,406
^000828.png,500,333,sheep,329,60,496,219
^000828.png,500,333,sheep,211,114,263,227
^000830.png,500,333,dog,169,18,308,236
^000831.png,640,480,dog,55,38,611,402
^000832.png,500,375,bicycle,96,124,425,357
^000832.png,500,375,person,310,25,328,64
^000832.png,500,375,car,171,36,272,68
^000832.png,500,375,car,86,38,174,71
^000832.png,500,375,car,1,66,431,266
^000835.png,500,333,dog,34,7,397,333
^000838.png,365,500,cat,16,43,242,482
^000839.png,640,425,car,329,121,583,306
^000839.png,640,425,car,9,121,305,292
^000841.png,500,375,person,308,25,500,375
^000841.png,500,375,person,81,33,287,375
^000841.png,500,375,person,2,24,112,374
^000844.png,640,480,car,103,60,477,458
^000844.png,640,480,car,1,144,38,281
^000845.png,500,375,bus,136,132,330,247
^000845.png,500,375,bus,351,107,500,258
^000845.png,500,375,car,1,209,47,248
^000846.png,640,480,cow,112,58,569,385
^000852.png,500,333,sheep,181,114,331,224
^000852.png,500,333,sheep,61,117,230,285
^000853.png,345,500,cow,42,145,272,472
^000853.png,345,500,cow,155,72,282,153
^000853.png,345,500,cow,217,60,286,97
^000855.png,500,331,motorbike,118,117,351,279
^000855.png,500,331,person,159,72,374,243
^000857.png,333,500,cow,126,183,279,370
^000857.png,333,500,cow,40,100,280,369
^000858.png,500,375,horse,54,163,500,375
^000858.png,500,375,person,253,75,351,274
^000859.png,500,374,cat,8,111,470,262
^000864.png,331,500,car,205,66,329,214
^000864.png,331,500,person,50,67,91,214
^000865.png,375,500,dog,64,145,283,369
^000867.png,640,480,bus,267,156,550,296
^000868.png,640,480,car,71,127,574,297
^000868.png,640,480,car,465,137,640,232
^000870.png,500,338,cat,300,106,416,288
^000871.png,640,480,car,42,113,599,407
^000871.png,640,480,car,1,139,67,252
^000874.png,480,640,person,129,184,309,442
^000875.png,500,375,person,434,173,464,230
^000875.png,500,375,person,321,179,339,226
^000875.png,500,375,bus,157,114,302,226
^000875.png,500,375,bus,42,149,143,220
^000875.png,500,375,car,17,185,117,258
^000875.png,500,375,car,409,263,500,375
^000876.png,640,480,person,319,188,360,278
^000878.png,640,480,car,125,55,615,418
^000880.png,486,500,horse,163,166,439,401
^000880.png,486,500,horse,97,256,133,280
^000882.png,640,480,person,411,219,456,348
^000883.png,640,425,bus,6,26,637,403
^000883.png,640,425,person,235,150,293,200
^000883.png,640,425,person,312,161,372,208
^000883.png,640,425,person,391,161,439,210
^000884.png,500,377,dog,207,138,380,288
^000885.png,640,480,horse,237,77,530,299
^000885.png,640,480,horse,473,21,640,223
^000886.png,400,300,motorbike,6,63,392,289
^000891.png,375,500,cat,76,119,252,408
^000892.png,500,375,dog,73,39,464,373
^000893.png,480,319,horse,90,80,394,300
^000893.png,480,319,person,209,17,291,199
^000894.png,480,640,sheep,134,148,390,440
^000895.png,500,333,person,128,102,249,310
^000895.png,500,333,person,160,89,360,333
^000898.png,500,374,cat,81,83,406,316
^000899.png,640,480,cow,90,64,583,454
^000901.png,375,500,motorbike,1,245,354,465
^000901.png,375,500,person,53,74,241,498
^000901.png,375,500,motorbike,62,23,128,53
^000901.png,375,500,person,18,2,44,66
^000901.png,375,500,person,126,2,142,41
^000901.png,375,500,person,146,1,156,42
^000901.png,375,500,person,200,3,213,49
^000902.png,480,360,dog,225,69,376,318
^000902.png,480,360,dog,142,49,281,312
^000902.png,480,360,person,147,2,281,245
^000904.png,640,480,sheep,193,157,447,397
^000910.png,500,375,sheep,82,7,411,374
^000911.png,640,480,car,88,27,517,405
^000912.png,640,480,cat,101,4,481,408
^000912.png,640,480,cat,3,53,348,448
^000913.png,640,480,car,44,143,594,364
^000914.png,640,480,car,25,128,610,382
^000915.png,375,500,cow,153,285,273,424
^000916.png,500,375,sheep,225,156,450,347
^000916.png,500,375,sheep,139,132,252,262
^000917.png,640,480,car,1,167,49,387
^000917.png,640,480,car,575,68,640,340
^000917.png,640,480,car,109,31,563,441
^000918.png,640,480,car,48,178,612,393
^000920.png,500,326,dog,11,32,466,271
^000925.png,333,500,horse,2,211,333,500
^000925.png,333,500,person,67,22,270,500
^000927.png,500,375,sheep,357,96,405,133
^000927.png,500,375,sheep,340,130,416,153
^000927.png,500,375,sheep,355,136,429,163
^000927.png,500,375,sheep,477,82,496,110
^000927.png,500,375,sheep,459,85,479,107
^000927.png,500,375,sheep,232,121,265,142
^000927.png,500,375,sheep,19,118,42,133
^000927.png,500,375,sheep,1,150,56,192
^000927.png,500,375,sheep,87,145,149,170
^000927.png,500,375,sheep,235,146,290,163
^000927.png,500,375,sheep,153,158,256,238
^000927.png,500,375,sheep,86,160,165,259
^000927.png,500,375,sheep,349,149,470,244
^000928.png,640,480,car,265,172,560,322
^000928.png,640,480,person,228,225,249,309
^000928.png,640,480,person,202,220,231,308
^000930.png,500,360,cat,78,271,235,352
^000931.png,640,480,bicycle,48,41,588,432
^000932.png,640,480,car,47,132,598,367
^000933.png,640,480,car,456,273,640,421
^000933.png,640,480,car,350,266,475,365
^000933.png,640,480,car,321,269,364,333
^000933.png,640,480,car,288,270,339,320
^000933.png,640,480,car,270,268,307,310
^000933.png,640,480,car,249,255,289,303
^000933.png,640,480,car,224,262,254,294
^000933.png,640,480,car,203,267,220,283
^000934.png,500,374,dog,282,93,493,370
^000934.png,500,374,dog,139,9,303,317
^000934.png,500,374,dog,5,37,244,373
^000939.png,640,480,cow,158,123,532,372
^000940.png,500,441,cat,148,51,420,352
^000943.png,375,500,person,2,1,375,372
^000943.png,375,500,cat,1,143,375,500
^000946.png,500,375,bus,2,2,316,322
^000948.png,350,460,person,307,187,337,239
^000948.png,350,460,person,2,45,349,460
^000951.png,500,333,cow,247,14,350,105
^000953.png,640,480,car,164,72,474,446
^000957.png,500,375,dog,5,96,484,365
^000958.png,500,375,cat,44,102,221,251
^000958.png,500,375,cat,1,185,110,355
^000958.png,500,375,cat,1,188,469,375
^000959.png,375,500,bus,19,54,375,440
^000963.png,640,480,person,250,97,378,458
^000963.png,640,480,person,93,172,176,420
^000963.png,640,480,bicycle,48,274,191,416
^000964.png,640,480,car,74,37,521,439
^000964.png,640,480,car,1,102,47,287
^000966.png,640,480,car,97,50,556,461
^000966.png,640,480,car,551,1,628,44
^000966.png,640,480,car,495,1,554,30
^000966.png,640,480,car,426,1,494,30
^000966.png,640,480,car,282,2,336,37
^000967.png,500,333,dog,257,57,384,321
^000970.png,333,500,bicycle,71,115,259,290
^000970.png,333,500,person,88,70,199,220
^000971.png,324,500,motorbike,42,47,314,475
^000973.png,500,306,horse,296,166,440,279
^000973.png,500,306,horse,194,172,347,279
^000973.png,500,306,horse,111,167,242,258
^000973.png,500,306,person,344,126,384,225
^000973.png,500,306,person,249,135,292,226
^000973.png,500,306,person,159,117,198,213
^000975.png,500,375,cow,318,32,456,268
^000975.png,500,375,cow,48,50,242,357
^000976.png,500,375,motorbike,34,25,362,344
^000976.png,500,375,motorbike,388,18,500,207
^000976.png,500,375,person,292,1,340,94
^000982.png,500,333,cow,20,51,79,130
^000982.png,500,333,cow,185,1,293,68
^000982.png,500,333,cow,132,2,500,330
^000985.png,640,480,cow,203,197,420,366
^000988.png,500,333,person,249,51,422,333
^000988.png,500,333,person,477,221,499,251
^000988.png,500,333,person,66,67,213,328
^000988.png,500,333,horse,194,101,405,331
^000989.png,640,480,cow,347,164,523,349
^000989.png,640,480,cow,90,165,313,362
^000990.png,500,336,bicycle,58,160,327,323
^000990.png,500,336,person,111,55,235,303
^000990.png,500,336,person,167,79,210,284
^000991.png,500,375,cat,1,13,381,347
^000991.png,500,375,cat,139,1,500,375
^000995.png,500,334,person,312,38,420,321
^000995.png,500,334,person,314,71,440,334
^000995.png,500,334,person,163,2,324,334
^000995.png,500,334,person,68,52,251,334
^000995.png,500,334,person,93,81,184,293
^001000.png,640,480,sheep,176,31,614,399
^001001.png,500,375,bus,309,142,394,203
^001001.png,500,375,bus,367,141,410,194
^001001.png,500,375,bus,409,151,425,192
^001001.png,500,375,bus,423,156,435,185
^001001.png,500,375,person,436,176,454,225
^001001.png,500,375,bus,1,113,310,255
^001007.png,640,480,cow,199,62,439,440
^001008.png,334,500,bicycle,135,231,251,465
^001009.png,333,500,cat,149,189,218,357
^001009.png,333,500,cat,26,235,104,295
^001011.png,500,374,sheep,181,155,264,260
^001012.png,500,375,horse,135,81,326,183
^001012.png,500,375,person,198,57,268,125
^001012.png,500,375,person,442,176,460,223
^001012.png,500,375,person,358,181,373,219
^001012.png,500,375,person,177,171,196,220
^001013.png,640,478,car,97,223,258,306
^001013.png,640,478,car,221,222,382,305
^001019.png,500,332,sheep,400,103,500,179
^001019.png,500,332,sheep,26,189,168,265
^001019.png,500,332,sheep,224,149,319,262
^001019.png,500,332,sheep,351,71,399,101
^001021.png,500,375,bus,239,93,344,207
^001021.png,500,375,bus,343,95,415,206
^001021.png,500,375,bus,416,98,479,204
^001021.png,500,375,bus,130,112,176,183
^001021.png,500,375,bus,182,100,230,179
^001021.png,500,375,bus,461,100,498,169
^001023.png,640,480,car,70,9,555,455
^001024.png,640,480,bicycle,31,117,467,452
^001027.png,640,480,cow,129,88,553,392
^001028.png,640,480,bicycle,39,73,582,430
^001029.png,500,375,dog,162,156,363,371
^001030.png,640,480,car,179,371,266,412
^001030.png,640,480,car,249,374,305,408
^001030.png,640,480,car,298,376,348,402
^001030.png,640,480,car,340,376,377,400
^001030.png,640,480,car,485,367,527,403
^001033.png,640,480,car,103,36,551,454
^001034.png,500,324,car,304,170,429,227
^001034.png,500,324,car,23,184,126,249
